Company,Time,Total Assets,Total Liabilities,Total Equity,Total Shares Out. on Filing Date,Book Value / Share,Tangible Book Value,Tangible Book Value Per Share,Total Debt,Net Debt,Total Revenues,Operating Income,Revenue Per Share,Basic EPS,Normalized Basic EPS,Dividend Per Share,EBITA,EBIT,Normalized Net Income,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price_Change
NRG,2018-12-01,-12727.0,-9466.0,-3261.0,-36.6,-3.26,-1006.0,-4.06,-2869.0,-2671.0,404.0,318.0,2.56,7.67,0.23,0.0,279.0,318.0,54.8,2421.0,-233.0,434.0,-388.0,-699.0,-1438.0,-1484.2,-1.17,11.12
OMC,2014-12-01,-670.3,92.6,-762.9,-11.5,-2.36,-642.0,-3.59,454.6,793.0,733.3,118.8,4.0,0.54,0.41,0.3,125.1,118.8,84.8,112.9,-332.5,-38.7,161.7,-354.6,-301.5,-313.9,-1.19,3.1
IPGP,2017-12-01,577.3,112.6,464.6,0.6,8.46,406.4,7.37,8.2,-277.4,402.7,193.9,7.38,1.59,2.1,0.0,196.1,193.9,114.0,86.8,107.7,103.6,-30.8,244.7,50.3,50.3,1.99,115.42
CMI,2014-12-01,1036.0,813.0,223.0,-4.3,2.28,235.0,2.16,-54.0,401.0,1920.0,262.0,12.72,1.11,1.15,0.56,275.0,262.0,182.5,168.0,177.0,-388.0,-1395.0,-1728.0,-122.6,-109.2,0.83,3.2
FSI,2018-12-01,13.4,8.8,4.6,0.1,0.17,-3.5,-0.31,7.5,6.6,2.3,-0.6,0.18,0.06,0.0,0.0,-0.6,-0.6,0.0,0.7,-3.2,-5.6,6.1,-3.5,-6.5,-6.5,-0.26,-0.47
BA,2011-12-01,11421.0,10675.0,746.0,9.4,0.96,676.0,0.99,-50.0,-806.0,4429.0,823.0,4.57,0.89,0.61,0.0,823.0,823.0,508.1,711.0,1071.0,7200.0,262.0,8546.0,-430.2,-454.7,0.61,8.09
AEE,2017-12-01,1246.0,1165.0,81.0,0.0,0.33,81.0,0.34,585.0,584.0,92.0,76.0,0.38,-0.53,0.16,0.06,76.0,76.0,40.0,-130.0,1.0,-46.0,360.0,315.0,89.9,95.5,-0.26,6.53
GOOGL,2016-12-01,20036.0,1331.0,18705.0,3.1,26.05,18646.0,26.14,-3713.0,-18120.0,15283.0,4356.0,21.72,4.44,3.96,0.0,4297.0,4356.0,2775.0,3130.0,9464.0,-7454.0,-4107.0,-1833.0,7836.0,7848.5,13.27,14.44
AUY,2014-12-01,1073.3,1498.6,-425.3,124.8,-1.81,-853.0,-2.28,838.2,847.4,-7.6,-490.1,-0.21,-1.1,-0.43,-0.13,-492.4,-490.1,-357.3,-936.9,-123.7,-43.4,256.3,101.5,205.1,236.9,0.25,-4.6
SSRM,2012-12-01,41.7,-26.7,68.4,0.0,0.84,68.4,0.84,10.5,-28.6,93.3,-0.7,1.15,-0.31,-0.2,0.0,5.4,-0.7,-16.6,-24.8,32.3,-68.7,-19.5,-58.8,-15.4,-14.8,0.44,1.07
NGG,2017-03-01,-2386.7,-8389.7,6003.0,6.5,1.73,6135.5,1.79,-5135.7,-13014.2,-190.7,186.6,-0.04,1.75,0.03,-0.07,186.6,186.6,91.2,6035.1,-1179.7,407.7,1999.2,1260.3,-695.6,-657.1,-0.34,-7.97
AIG,2017-12-01,37.0,11187.0,-11150.0,-77.1,-4.17,-11301.0,-4.52,728.0,234.0,-1761.0,2651.0,6.21,-5.76,2.16,0.0,2651.0,2651.0,2173.9,-5235.0,-11320.0,10789.0,1136.0,761.0,-72766.6,-72824.1,-11.61,-5.73
MMC,2011-12-01,144.0,619.0,-475.0,-0.7,-0.86,-654.0,-1.22,-106.0,-332.0,976.0,699.0,1.73,0.27,0.8,0.05,698.0,699.0,435.9,138.0,983.0,-992.0,123.0,102.0,869.1,847.9,1.79,4.28
SFTBF,2016-03-01,8994.0,9909.6,-915.7,-113.8,0.17,-1144.5,-1.23,8381.3,12807.1,9208.4,106.5,4.19,-0.55,0.69,0.01,-1925.5,106.5,1589.8,-601.8,-1259.7,-804.8,-13948.8,-16926.4,-2600.3,-2057.7,-0.74,-5.13
KR,2012-01-01,-29.0,1303.0,-1332.0,-92.4,-0.72,-1313.0,-0.82,314.0,951.0,8220.0,-910.0,11.89,-0.36,-0.39,0.02,-898.0,-910.0,-537.6,-514.0,-708.0,53.0,-383.0,-1038.0,-1117.6,-1125.7,-0.5,1.18
ZBH,2017-12-01,-670.4,-2736.0,2065.6,2.0,9.73,2474.4,12.7,-1098.9,-989.2,134.9,-138.4,0.31,7.45,-0.38,0.0,-100.4,-138.4,-68.0,1507.9,-49.9,1180.7,-467.3,715.5,-329.8,-389.9,-0.11,17.47
ELP,2011-12-01,-647.6,-326.1,-321.5,0.0,-1.07,-159.7,-0.59,-28.7,498.6,16.6,-95.2,0.06,0.1,-0.48,0.22,-103.2,-95.2,-130.8,26.3,-135.1,-192.8,-238.1,-566.0,-575.1,-503.6,-1.43,-2.81
PWR,2019-12-01,1255.9,807.6,448.3,1.1,3.0,189.8,1.28,549.9,463.8,940.8,2.5,10.1,0.84,0.46,0.13,20.6,2.5,51.9,108.7,167.8,-214.9,194.3,147.0,265.9,284.1,1.48,10.61
AME,2014-12-01,543.1,439.6,103.5,-4.0,0.63,-253.8,-1.09,298.9,216.5,427.9,102.4,1.68,0.27,0.24,0.09,115.8,102.4,60.3,67.5,65.3,-181.3,94.4,-54.8,17.2,21.1,0.22,-0.04
KMX,2015-02-01,1491.0,1651.2,-160.2,-12.9,0.15,-150.1,0.19,1524.5,2123.5,1751.3,146.5,10.29,0.57,0.52,0.0,146.5,146.5,94.5,104.8,-354.9,-24.0,-399.8,-778.8,-344.8,-348.7,-1.8,18.68
TPR,2018-06-01,846.7,604.0,242.7,5.4,0.62,-2153.2,-7.64,21.1,1854.7,1391.7,179.3,4.6,-0.72,0.26,0.0,181.3,179.3,83.6,-193.5,142.9,-2757.8,-619.4,-3243.4,93.2,130.3,0.52,-0.43
MO,2012-12-01,-1422.0,-911.0,-511.0,-32.8,-0.23,-492.0,-0.35,189.0,559.0,881.0,860.0,0.6,0.42,0.48,0.12,860.0,860.0,902.5,790.0,304.0,533.0,-2163.0,-1326.0,3357.0,3299.5,0.18,1.79
NGG,2015-03-01,-5471.4,-3393.9,-2077.6,10.1,-0.62,-2144.8,-0.63,-3135.1,-524.7,-4840.0,-1684.1,-1.42,-0.33,-0.22,-0.07,-1684.1,-1684.1,-734.8,-1127.5,739.7,-755.9,120.9,183.7,700.2,372.8,0.53,-4.14
DEO,2013-06-01,2927.0,1317.4,1609.6,8.0,0.76,2066.2,0.83,1847.4,875.4,491.8,358.1,0.18,0.29,0.09,0.04,358.1,358.1,238.7,745.0,-197.7,949.7,935.1,1784.1,129.7,118.7,-0.17,11.88
AIZ,2013-12-01,768.1,1120.0,-351.9,-7.2,1.37,-587.4,-3.0,666.2,-141.6,539.4,49.3,17.08,0.64,0.82,0.15,41.8,49.3,20.0,5.2,347.9,57.2,677.3,1065.1,-171.4,-160.5,5.32,31.67
V,2016-09-01,24668.0,21598.0,3070.0,-89.9,-0.65,-22017.0,-9.33,15882.0,12959.0,1202.0,946.0,0.66,-0.09,0.31,0.09,933.0,946.0,583.1,-337.0,-1010.0,-9481.0,11080.0,554.0,626.2,891.2,-0.4,13.04
SIRI,2019-12-01,2976.0,1895.0,1081.0,68.1,0.25,-1438.0,-0.3,1458.0,1406.0,2023.0,-43.0,0.44,-0.06,-0.01,0.0,75.0,-43.0,-54.4,-262.0,137.0,376.0,-444.0,69.0,242.7,259.7,0.03,1.44
CINF,2011-12-01,540.0,539.0,1.0,-0.7,0.2,1.0,0.2,69.0,16.0,31.0,-325.0,0.2,-1.29,-1.25,0.02,-325.0,-325.0,-203.2,-211.0,-284.0,521.0,-12.0,225.0,-372.2,-372.1,-1.68,-1.21
PNW,2014-12-01,780.2,601.6,178.6,0.4,1.43,210.9,1.78,47.5,49.4,37.0,-35.1,0.15,-0.1,-0.11,0.1,-35.1,-35.1,-10.2,-8.5,-53.7,86.7,-18.3,14.8,274.9,274.3,0.46,15.39
PKG,2013-12-01,2790.0,2402.7,387.3,0.3,3.97,-349.2,-3.64,1753.2,1769.6,821.4,209.2,8.44,2.91,1.34,0.51,212.5,209.2,129.8,281.1,204.0,-1303.9,1032.4,-67.5,-25.6,-37.4,1.01,24.81
NVDA,2014-01-01,838.7,1210.0,-371.3,-61.8,0.02,-357.1,-0.09,1354.9,411.0,-150.2,-155.3,0.11,-0.16,-0.13,0.23,-150.7,-155.3,-97.9,-122.5,10.8,-62.0,405.3,354.1,133.2,132.4,-0.04,3.44
NYT,2013-12-01,-234.9,-415.8,180.9,1.4,1.16,177.4,1.15,-12.7,94.9,-18.1,11.7,-0.24,-0.49,0.04,0.08,11.7,11.7,6.8,-70.7,-44.4,-1000.5,61.6,-983.0,-468.2,-471.6,-0.18,7.34
APD,2012-09-01,2651.1,1574.0,1077.1,2.4,2.91,-621.9,-3.17,749.5,721.2,-62.0,-26.1,0.09,-0.22,0.02,0.27,-21.6,-26.1,-4.6,-56.9,45.5,-457.6,406.1,-16.3,16.8,22.0,-0.77,5.86
JBHT,2011-12-01,305.6,311.2,-5.5,-4.3,0.13,-5.5,0.13,95.0,97.1,733.3,96.4,7.57,0.56,0.58,0.04,96.4,96.4,59.9,57.4,207.6,-219.5,9.9,-2.0,-102.4,-102.1,-0.21,4.26
OKE,2019-12-01,3580.4,3934.1,-353.5,1.7,-0.92,-344.3,-0.89,3442.7,3452.7,-2428.8,86.1,-6.02,0.29,0.2,0.27,86.1,86.1,90.2,126.9,-239.9,-1653.9,1928.0,34.2,-1895.0,-1881.2,-4.71,21.72
XEC,2014-12-01,1455.4,976.9,478.4,0.6,6.38,478.4,6.26,559.2,157.8,426.1,91.6,4.86,-0.47,0.6,0.08,91.6,91.6,53.4,-38.2,295.1,-209.5,380.7,466.3,-306.9,-298.5,-3.24,1.09
NWL,2017-12-01,-702.0,-3498.9,2796.9,2.8,5.63,10054.0,20.88,-1341.8,-1240.0,1989.3,233.1,1.16,4.4,0.15,0.12,314.1,233.1,98.1,2221.0,-874.2,9903.3,-9524.3,-414.5,107.5,144.0,-2.17,-13.75
HOG,2012-12-01,-503.4,-640.8,137.3,-4.2,0.81,136.9,0.81,-622.6,-389.2,268.8,130.7,1.76,0.18,0.41,0.14,130.7,130.7,80.8,24.8,-83.8,-197.8,-681.2,-963.8,-1241.6,-1240.2,-0.29,9.96
UAL,2017-12-01,2206.0,2131.0,75.0,-29.9,2.91,168.0,0.74,2687.0,3317.0,1226.0,-1399.0,14.0,0.31,-1.95,0.0,-1410.0,-1399.0,-823.7,-91.0,-2068.0,-565.0,2830.0,197.0,-2090.2,-2121.4,-8.34,-5.48
AIZ,2015-12-01,-1526.1,-868.8,-657.3,-4.1,-6.07,-544.8,-5.29,-102.4,-72.0,-73.0,-563.0,7.4,-4.44,-4.75,0.31,-555.3,-563.0,-349.8,-329.3,-163.9,200.4,313.8,368.2,-628.2,-630.3,-2.61,12.11
ABT,2019-12-01,714.0,135.0,579.0,6.9,0.25,2540.0,1.47,-467.0,-521.0,1326.0,973.0,0.66,0.73,0.39,0.16,731.0,973.0,703.8,1319.0,-164.0,-459.0,6102.0,5579.0,-964.4,-1061.9,-0.25,14.53
DVN,2014-12-01,7760.0,1918.0,5842.0,3.7,2.17,62.0,-0.11,-759.0,3826.0,6629.0,3041.0,16.17,3.98,4.2,0.08,3166.0,3041.0,1708.5,1627.0,585.0,-4185.0,-2414.0,-6015.0,-5089.5,-5066.3,-15.05,-0.66
SNPS,2017-10-01,156.0,71.5,84.6,-1.4,0.67,-95.4,-0.62,-61.0,7.9,302.4,64.7,2.17,-0.85,0.39,0.0,62.3,64.7,55.9,-130.2,45.9,-46.6,-66.2,-70.7,47.6,49.9,0.32,27.21
FLO,2013-12-01,508.2,290.6,217.6,1.2,1.02,-63.2,-0.31,315.4,320.1,701.5,73.5,3.16,0.45,0.2,0.02,75.9,73.5,43.9,94.8,53.6,-117.5,53.7,-10.2,47.4,50.8,0.09,5.96
ROST,2012-01-01,185.0,24.7,160.3,-17.4,0.47,160.3,0.46,-53.4,133.2,742.2,156.9,2.36,0.27,0.27,0.06,156.9,156.9,97.6,102.4,147.0,-275.0,-121.8,-249.7,-15.0,-14.8,-0.12,9.11
CI,2011-12-01,5015.0,3684.0,1331.0,15.3,3.56,1250.0,3.91,2253.0,-832.0,755.0,81.0,3.41,-0.04,0.19,0.0,90.0,81.0,41.1,-19.0,-252.0,72.0,2593.0,2404.0,-523.9,-511.3,-1.34,5.34
CTL,2016-12-01,-587.0,74.0,-661.0,2.7,-1.34,1586.0,3.01,-537.0,-633.0,-430.0,-176.0,0.09,-0.42,-0.19,0.0,-304.0,-176.0,-125.6,-252.0,-545.0,-141.0,783.0,97.0,-1931.8,-1933.0,-1.1,-1.38
DHI,2013-09-01,1608.2,1141.5,466.7,1.9,1.38,466.4,1.38,1015.9,1390.1,1913.8,418.6,5.77,-1.57,0.85,0.0,418.6,418.6,274.9,-493.6,-937.1,323.9,187.5,-425.7,-1046.1,-1056.9,-2.98,-1.2
TEL,2014-09-01,1691.0,1064.0,627.0,-3.7,1.73,1384.0,3.46,844.0,-210.0,583.0,235.0,1.95,1.29,0.42,0.16,239.0,235.0,154.7,505.0,37.0,-530.0,1743.0,1240.0,-1423.6,-1431.1,0.03,3.51
APH,2011-12-01,429.3,587.3,-157.9,-25.2,0.05,-378.3,-1.02,577.1,552.4,385.7,56.9,1.38,0.12,0.14,0.0,58.1,56.9,38.1,27.8,140.3,-82.7,-215.8,-152.1,100.7,102.2,0.46,-3.69
TDG,2013-09-01,689.3,2244.5,-1555.2,1.0,-29.99,-1929.5,-35.54,2116.8,1992.6,224.2,54.4,3.39,-3.58,-0.18,0.0,56.1,54.4,-2.7,-22.2,56.3,373.9,-371.0,59.9,57.2,94.6,0.68,19.76
MTD,2011-12-01,-79.6,-89.2,9.5,-0.8,0.93,-20.5,-0.46,-172.8,39.1,341.1,44.1,13.26,1.47,1.03,0.0,44.9,44.1,24.7,37.4,12.6,-55.3,-528.4,-574.5,-20.0,-18.1,-0.12,-3.5
CI,2013-12-01,602.0,-192.0,794.0,-12.4,4.17,840.0,3.33,49.0,232.0,3261.0,507.0,13.69,-0.42,1.24,0.0,495.0,507.0,314.6,-147.0,-1631.0,3872.0,-702.0,1529.0,-1687.4,-1686.1,-6.13,34.02
KT,2019-12-01,391.3,450.5,-59.2,0.1,-0.02,540.6,2.19,406.8,984.9,499.9,-99.3,2.0,-0.08,-0.01,-0.04,-55.0,-99.3,-2.1,-18.1,-360.8,-935.8,261.4,-1040.5,1627.5,1606.0,-3.88,-2.62
CLX,2012-06-01,192.0,241.0,-49.0,-1.6,-0.38,-100.0,-0.93,137.0,129.0,237.0,-18.0,3.52,0.07,0.03,0.19,-17.0,-18.0,-18.1,-16.0,-86.0,-821.0,757.0,-164.0,-374.5,-373.2,-0.23,5.02
MBT,2017-12-01,693.6,882.3,-188.8,-37.4,-0.1,-382.8,-0.38,627.3,-343.1,155.7,209.1,0.29,0.2,0.12,0.27,194.0,209.1,97.6,182.6,382.6,-480.2,476.1,453.5,620.2,627.7,0.48,1.04
SYY,2015-06-01,4848.2,4813.4,34.8,8.1,-0.14,6.8,-0.07,4455.4,-261.7,2164.1,58.2,2.84,-0.43,-0.07,0.04,56.0,58.2,-32.2,-244.7,62.7,-77.5,4813.5,4716.2,372.8,435.1,0.06,-1.35
ELP,2018-12-01,-731.7,-268.4,-463.3,0.0,-1.65,-59.3,-0.22,19.4,-201.8,-376.7,-32.5,-1.37,0.19,0.25,0.04,-46.2,-32.5,68.9,51.4,158.8,-77.8,136.1,217.1,191.0,178.9,0.64,0.72
EIG,2011-12-01,2.2,30.3,-28.1,-5.9,1.42,-26.5,1.24,-10.0,-142.5,48.6,-27.7,2.41,-0.23,-0.31,0.0,-28.3,-27.7,-16.0,-14.9,-14.6,251.3,-35.2,201.5,60.2,58.9,-0.32,0.61
CRM,2018-01-01,4399.1,1523.2,2875.9,24.0,3.61,3147.0,4.36,-1072.1,-3384.2,2103.0,236.0,2.48,0.03,0.22,0.0,297.0,236.0,158.8,37.0,576.0,673.0,-777.0,487.0,316.9,292.3,0.61,34.81
GLUU,2013-12-01,12.0,4.2,7.8,13.9,0.01,13.0,0.15,0.0,-6.2,-2.6,-5.7,-0.2,0.04,-0.03,0.0,-6.0,-5.7,-3.4,0.6,-2.9,1.2,17.4,16.1,-3.2,-3.2,0.03,1.6
SYK,2015-12-01,-1056.0,-972.0,-84.0,-5.7,0.08,190.0,0.59,29.0,950.0,271.0,44.0,0.85,2.46,0.03,0.16,66.0,44.0,2.5,924.0,-801.0,3834.0,-1852.0,1128.0,-2935.3,-2938.5,-2.2,-1.39
NVR,2011-12-01,-480.6,-115.0,-365.6,-0.8,-31.09,-365.5,-32.28,-93.1,622.1,-387.4,-111.8,-30.63,-11.3,-9.63,0.0,-111.8,-111.8,-67.4,-76.6,-53.9,-274.3,-328.4,-656.6,-291.0,-293.5,-10.04,-5.02
LBTYA,2018-12-01,-4443.2,-2198.5,-2244.7,-67.2,-2.1,-908.0,-2.24,-3238.5,-2942.3,681.5,264.6,2.06,4.21,1.88,0.0,302.5,264.6,1574.0,3503.4,255.1,648.1,-1510.2,-779.9,-2484.0,-2440.1,0.53,-14.5
INTU,2017-07-01,-182.0,-375.0,193.0,-2.9,0.8,202.0,0.78,-512.0,-209.0,502.0,176.0,2.3,0.09,0.51,0.16,165.0,176.0,116.9,6.0,139.0,-388.0,367.0,129.0,177.5,175.0,1.75,26.22
EA,2014-03-01,646.0,491.0,155.0,11.9,0.28,229.0,0.71,21.0,-664.0,-222.0,-96.0,-0.64,-0.29,-0.21,0.0,-104.0,-96.0,-63.2,-90.0,388.0,-333.0,434.0,491.0,369.3,369.0,1.3,11.31
ANSS,2019-12-01,1572.9,769.1,803.9,2.1,8.6,-302.4,-3.78,608.5,513.5,222.3,41.5,2.58,0.37,0.29,0.0,37.6,41.5,25.3,31.9,14.9,-521.3,692.1,199.4,210.3,212.4,-0.12,114.47
NKE,2011-05-01,579.0,490.0,89.0,-32.8,0.22,52.0,0.19,71.0,679.0,1103.0,367.0,0.79,0.14,0.13,0.03,366.0,367.0,215.7,226.0,-1352.0,247.0,-911.0,-1912.0,-1283.9,-1286.4,-0.73,3.02
NSC,2017-12-01,819.0,-3131.0,3950.0,-6.6,14.84,3950.0,14.84,-376.0,-110.0,663.0,512.0,3.01,13.1,1.1,0.08,512.0,512.0,283.7,3736.0,219.0,351.0,-691.0,-121.0,322.1,314.0,1.42,36.83
DISCA,2018-12-01,9995.0,4501.0,5494.0,144.0,3.67,-10967.0,-13.11,2260.0,8752.0,3680.0,505.0,3.44,1.45,-0.05,0.0,1525.0,505.0,180.2,931.0,947.0,-7960.0,-6234.0,-13332.0,1864.5,2042.6,0.96,2.36
UAL,2018-12-01,6678.0,5370.0,1308.0,-18.0,6.77,1688.0,6.4,5395.0,5243.0,3519.0,-20.0,25.1,0.62,0.51,0.0,-32.0,-20.0,-36.9,-21.0,2690.0,-652.0,-1118.0,920.0,1444.4,1477.6,8.91,16.33
AEP,2015-12-01,2138.5,1058.1,1080.4,1.7,2.07,1074.6,2.07,306.0,282.2,74.6,206.1,0.03,0.83,0.24,0.12,204.1,206.1,120.9,413.3,205.0,382.2,-626.9,-39.7,520.7,524.4,-0.19,-2.45
JCI,2011-09-01,3933.0,2866.0,1067.0,6.0,1.28,252.0,0.33,1760.0,2063.0,6528.0,318.0,9.2,0.15,0.26,0.12,328.0,318.0,181.7,108.0,-362.0,-1745.0,2134.0,-102.0,-1189.4,-1186.3,-1.35,2.08
DUK,2014-12-01,5778.0,6287.0,-509.0,1.1,-0.73,-321.0,-0.5,1260.0,767.0,-143.0,-390.0,-0.25,-1.09,-0.27,0.06,-397.0,-390.0,-188.7,-782.0,204.0,-395.0,649.0,-90.0,466.0,457.2,0.49,14.53
TGNA,2014-12-01,2001.5,1401.2,600.3,-0.5,2.53,-1262.8,-5.61,783.0,1141.9,1023.0,418.9,4.6,2.99,1.06,0.0,464.1,418.9,239.4,673.5,336.0,-274.6,-705.9,-644.9,1103.8,1164.9,1.33,1.14
TOT,2019-12-01,16532.0,15341.0,1191.0,-21.7,0.81,-3118.0,-0.93,9286.0,9603.0,-7857.0,-2262.0,-2.86,-0.06,-0.72,0.01,-2221.0,-2262.0,-1898.2,-179.0,-18.0,-2231.0,6216.0,4723.0,3125.3,3590.2,2.03,3.12
ISRG,2017-12-01,-710.1,287.3,-997.4,-4.1,-7.09,-993.5,-7.11,0.0,594.0,431.7,101.1,4.53,-0.42,0.87,0.0,95.8,101.1,80.4,-67.4,56.9,1658.1,-2427.5,-710.4,-165.5,-165.5,-0.46,153.55
BGS,2015-01-01,165.1,205.4,-40.4,0.2,-0.78,-195.2,-3.58,155.0,157.6,123.0,-4.5,2.12,-0.23,-0.13,0.13,-1.7,-4.5,-5.8,-11.3,-15.8,88.6,-60.2,12.5,-14.9,-11.3,-0.4,-4.07
EMN,2016-12-01,-123.0,-710.0,587.0,-1.4,4.28,819.0,5.4,-444.0,-333.0,-640.0,-163.0,-3.78,0.09,-0.67,0.23,-160.0,-163.0,-105.9,6.0,-239.0,38.0,6.0,-191.0,-551.9,-556.9,-1.39,7.7
SWKS,2014-10-01,640.7,209.4,431.3,2.3,2.2,370.6,1.91,0.0,-294.7,499.5,214.0,2.68,0.96,0.72,0.22,210.8,214.0,134.1,179.6,272.7,-234.1,52.1,90.7,128.2,128.2,1.01,33.4
DRI,2012-05-01,477.6,571.8,-94.2,-5.6,-0.1,-127.5,-0.7,493.9,494.3,-2173.1,-288.5,-13.88,0.17,-1.27,0.44,-288.8,-288.5,-185.6,-0.8,-130.9,-171.4,480.6,178.3,-195.5,-194.1,-0.18,0.97
DUK,2011-12-01,3436.0,3224.0,212.0,2.3,0.33,363.0,0.63,2718.0,2089.0,264.0,-127.0,0.23,0.84,-0.22,0.06,-141.0,-127.0,-77.5,386.0,-839.0,-11.0,1162.0,312.0,259.7,271.6,-0.89,12.57
CPRT,2019-07-01,239.9,42.6,197.3,-1.6,0.98,209.8,1.0,1.3,89.5,236.3,62.4,1.07,0.77,0.19,0.0,58.9,62.4,42.2,173.8,111.5,-67.8,-188.3,-152.6,-100.3,-100.6,0.11,20.14
REGN,2012-12-01,756.9,-2.8,759.7,4.6,7.61,759.7,7.61,20.6,239.4,932.7,662.9,9.64,10.37,4.28,0.0,662.9,662.9,398.3,972.1,67.1,-209.6,-481.8,-624.3,-284.2,-286.8,0.89,115.64
DAR,2018-12-01,-68.8,-77.0,8.1,0.0,0.17,180.7,1.1,-39.8,-40.2,-274.6,-27.5,-1.67,-0.16,0.4,0.0,-30.4,-27.5,65.9,-27.0,-11.8,-58.3,107.3,8.4,-36.3,-36.6,-0.34,1.11
LH,2012-12-01,683.2,468.8,214.4,-4.1,3.46,-53.0,-1.42,434.0,126.5,129.1,-5.1,3.84,0.89,0.41,0.0,-10.8,-5.1,13.1,63.4,-14.2,-253.9,644.2,378.9,22.2,26.6,-0.15,0.65
OII,2014-12-01,376.4,762.4,-385.9,-8.6,-2.25,-365.8,-2.37,743.5,404.2,372.6,83.2,3.94,0.59,0.53,0.19,84.6,83.2,50.7,56.8,190.4,-41.9,225.7,368.4,234.6,236.2,1.76,-20.07
MCD,2011-12-01,1014.7,1258.7,-244.0,-24.7,0.21,-311.1,0.07,1008.8,1051.2,2931.4,988.9,3.59,0.69,0.72,0.27,988.9,988.9,598.7,556.8,808.5,-514.9,-804.3,-642.3,705.1,731.3,0.33,23.57
LKQ,2012-12-01,523.8,203.8,320.0,3.9,1.01,108.0,0.36,167.4,156.0,853.0,53.7,2.75,0.16,0.1,0.0,55.3,53.7,30.2,50.9,-5.6,219.1,-154.3,58.9,32.9,37.4,-0.03,6.06
PFE,2017-12-01,182.0,-11634.0,11816.0,1.0,2.11,14171.0,2.25,1435.0,-785.0,-278.0,613.0,0.12,2.39,0.03,0.08,1315.0,613.0,-4.1,14093.0,610.0,3051.0,-4122.0,-194.0,334.6,387.1,0.11,3.74
VOD,2015-04-01,-20436.2,-1720.7,-18715.5,72.0,-0.74,-5730.5,-0.22,3567.4,11042.2,-11801.6,-1698.5,-0.44,-3.43,0.0,-0.01,-1829.4,-1698.5,-154.8,-90925.0,3265.0,-65496.5,53680.7,-7308.9,925.0,460.3,0.13,-1.61
VERU,2012-09-01,11.0,3.5,7.4,0.8,0.25,7.4,0.25,0.0,-1.0,16.4,7.6,0.59,0.35,0.17,0.03,7.6,7.6,4.7,9.9,3.4,-0.7,-3.1,-0.3,-2.2,-2.2,0.1,3.07
XLNX,2015-03-01,-139.2,1.8,-141.1,-10.2,-0.14,-125.0,-0.11,12.0,-833.7,-5.2,21.3,0.01,0.07,0.06,0.16,21.1,21.3,14.7,17.8,5.5,-15.6,-421.1,-431.2,-41.5,-36.3,0.09,-11.97
PVH,2017-01-01,394.1,139.9,254.2,-3.1,5.3,38.0,-0.58,-5.9,-179.6,182.8,-72.5,4.95,-0.1,-0.41,0.0,-25.4,-72.5,-45.8,-23.4,-2.5,-105.7,179.2,96.6,199.9,202.2,0.4,20.43
GPRE,2015-12-01,96.8,-64.6,161.5,0.9,-0.14,0.4,-0.14,-9.2,31.4,-270.0,-214.7,-10.58,-4.18,-3.9,0.16,-214.7,-214.7,-142.0,-152.4,-207.7,-104.6,118.2,-194.1,-181.4,-180.1,-5.74,-1.88
SJI,2017-12-01,134.5,231.4,-96.8,0.0,-1.23,-92.3,-1.17,197.6,208.0,206.6,-44.0,2.06,-1.6,-0.56,0.03,-44.0,-44.0,-39.6,-122.3,-72.3,-7.0,107.8,28.5,25.9,40.1,-0.82,-2.46
WWE,2012-12-01,2.8,3.2,-0.4,0.3,-0.03,-0.4,-0.03,-1.6,1.7,0.1,-16.0,-0.03,0.09,-0.14,-0.24,-16.0,-16.0,-10.3,6.6,-0.1,17.8,13.2,30.9,-11.2,-10.3,-0.08,-1.43
ALK,2012-12-01,338.0,91.0,247.0,-1.1,1.83,247.0,1.83,-271.0,-382.0,339.0,52.0,2.84,0.52,0.41,0.0,52.0,52.0,53.1,71.0,57.0,-242.0,193.0,8.0,-98.7,-116.8,-0.12,2.78
CENT,2011-09-01,-37.9,37.5,-75.3,-13.2,0.43,-74.6,-0.63,35.3,112.3,105.1,-35.9,5.26,-0.21,-0.29,0.0,-35.5,-35.9,-23.1,-17.5,-84.2,-14.9,14.2,-85.2,-102.3,-99.6,-1.38,-3.45
NAT,2015-12-01,63.3,71.6,-8.2,0.1,-0.09,-8.2,-0.09,74.6,145.4,94.7,132.9,0.89,1.44,0.92,0.88,132.9,132.9,82.0,127.8,116.9,-110.7,-107.1,-105.9,-38.5,-39.3,0.04,5.42
AVGO,2015-11-01,24.0,-1447.0,1471.0,21.2,4.31,1733.0,6.89,-1637.0,-1831.0,2555.0,996.0,8.84,4.12,2.12,0.41,1283.0,996.0,585.6,1101.0,1143.0,5644.0,-7188.0,-401.0,2025.8,2068.5,3.48,37.05
TIF,2019-01-01,-135.1,-17.8,-117.3,-2.9,-0.31,-109.9,-0.28,-6.7,429.2,272.3,-29.0,2.65,1.8,-0.06,0.2,-29.0,-29.0,-13.3,216.3,-400.4,451.2,-253.2,-220.8,-338.7,-340.1,-3.54,-17.92
VOD,2016-03-01,9946.4,13915.6,-3969.2,46.6,-0.15,-6262.8,-0.24,15149.3,12587.7,4614.3,-233.8,0.16,-0.53,-0.04,-0.01,84.4,-233.8,-1006.5,-13995.6,2682.9,-1543.6,8054.6,6859.1,-13066.2,-13115.3,-0.08,-3.15
