Company,Time,Total Assets,Total Liabilities,Total Equity,Total Shares Out. on Filing Date,Book Value / Share,Tangible Book Value,Tangible Book Value Per Share,Total Debt,Net Debt,Total Revenues,Operating Income,Revenue Per Share,Basic EPS,Normalized Basic EPS,Dividend Per Share,EBITA,EBIT,Normalized Net Income,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price_Change
NSC,2015-12-01,939.0,1159.0,-220.0,-9.2,0.68,-220.0,0.68,1108.0,980.0,-1113.0,-628.0,-2.75,-1.32,-1.24,0.14,-628.0,-628.0,-419.3,-444.0,-7.0,-85.0,690.0,598.0,3.5,-1.5,-0.85,-25.02
COP,2013-12-01,913.0,-3152.0,4065.0,5.1,3.16,4103.0,3.16,-3645.0,-6545.0,-3295.0,-943.0,-2.17,0.66,-0.32,0.06,-943.0,-943.0,-487.2,728.0,2219.0,5322.0,-2652.0,4790.0,12227.3,12166.7,0.69,12.66
FISV,2014-12-01,-205.0,85.0,-290.0,-31.6,-0.12,-144.0,-0.8,-58.0,48.0,252.0,119.0,1.02,0.29,0.23,0.0,113.0,119.0,81.3,106.0,243.0,-138.0,-253.0,-148.0,147.8,148.4,0.46,5.96
CMC,2015-08-01,-248.5,-281.3,32.8,-1.8,0.5,48.6,0.62,-82.5,-132.9,-1366.0,-66.5,-11.24,-0.28,-0.35,0.0,-64.7,-66.5,-41.3,-33.8,176.6,-29.5,-146.3,-5.8,21.4,20.9,1.36,-1.58
MSFT,2014-06-01,29953.0,19113.0,10840.0,-90.2,1.42,1470.0,0.26,6913.0,-1823.0,8984.0,389.0,1.16,0.05,0.02,0.2,495.0,389.0,-43.7,211.0,3669.0,4978.0,-517.0,7999.0,4055.1,4160.2,0.33,7.15
EPD,2018-12-01,2551.7,1031.9,1519.8,23.8,0.49,1388.2,0.57,1607.8,1268.1,7292.7,1434.7,3.16,0.61,0.39,0.05,1438.8,1434.7,857.2,1373.1,1460.0,-995.5,222.6,687.1,-855.2,-785.1,0.14,-1.92
EIG,2013-12-01,132.1,102.7,29.3,0.5,0.64,30.2,0.69,-10.0,96.2,144.3,-44.7,4.83,-1.35,-0.87,0.0,-45.0,-44.7,-27.8,-43.1,35.3,-75.7,45.9,5.4,35.4,35.2,1.18,11.07
CPRT,2018-07-01,325.2,-157.3,482.5,3.1,2.0,495.2,2.08,-233.1,-297.5,357.7,173.4,1.46,0.08,0.45,0.0,180.6,173.4,109.3,23.7,43.0,47.3,-75.0,10.1,33.7,31.6,-0.33,25.9
TT,2014-12-01,-359.6,726.3,-1085.9,-14.7,-2.23,-792.6,-3.65,703.2,935.2,540.9,229.9,5.67,1.34,0.92,0.16,229.3,229.9,205.1,312.9,-118.3,18.4,-1206.1,-1460.8,-1055.8,-1089.2,-0.16,1.79
FMC,2018-12-01,768.0,264.7,503.3,-2.0,3.63,63.3,0.34,-497.9,-349.3,1754.1,576.5,13.03,-0.27,2.38,0.24,611.9,576.5,319.8,-33.7,32.9,1202.9,-1576.4,-366.2,84.0,118.0,-0.45,-17.94
EBAY,2013-12-01,4414.0,1632.0,2782.0,-1.8,2.15,2239.0,1.73,-396.0,-13.0,-5815.0,-434.0,-4.51,0.19,-0.23,0.0,-692.0,-434.0,-298.2,247.0,1157.0,-2249.0,-3305.0,-4449.0,327.8,347.8,1.33,1.63
PRGO,2018-12-01,-645.4,-142.9,-502.5,-4.9,-2.11,165.7,0.86,-98.8,36.4,-214.5,-208.6,-0.42,0.11,-0.72,0.12,-224.6,-208.6,-110.3,11.4,-105.9,-2464.9,2432.8,-184.0,-612.6,-640.1,-1.5,-48.41
ETR,2018-12-01,1568.0,694.6,873.4,8.8,2.5,851.8,2.6,1455.5,1755.9,-65.0,-871.1,-0.95,2.39,-3.93,0.08,-871.1,-871.1,-701.5,437.1,-238.3,-265.0,609.4,106.3,-930.1,-891.7,-2.54,4.68
CLPHY,2017-12-01,2606.5,694.6,1911.9,0.0,0.5,1110.9,0.44,635.1,-20.9,1541.1,182.1,0.61,0.07,0.04,0.01,170.6,182.1,108.0,184.7,72.0,-1072.2,1092.2,147.6,-573.0,-577.8,0.03,1.14
BF.B,2018-04-01,351.0,405.0,-54.0,0.7,-0.11,-93.0,-0.19,407.0,350.0,254.0,60.0,0.58,0.11,0.07,0.05,60.0,60.0,27.5,48.0,-3.0,290.0,-181.0,138.0,187.9,193.5,-0.03,18.89
CME,2013-12-01,15414.6,15759.8,-345.2,2.1,-1.18,-153.9,-0.35,-0.4,-877.2,16.6,-38.4,0.01,0.23,0.01,0.0,-51.6,-38.4,5.5,80.5,60.8,399.4,-157.6,302.6,789.9,801.9,0.22,24.6
CASY,2014-04-01,314.7,204.8,109.9,-0.5,2.79,104.3,2.66,126.2,45.9,539.5,33.5,13.3,0.59,0.46,0.06,33.5,33.5,18.0,23.0,27.9,-5.6,72.8,95.0,35.1,38.1,0.64,10.75
LH,2014-12-01,335.9,8.4,327.5,15.0,4.27,348.8,3.8,29.4,-146.6,203.3,-67.2,6.5,-0.33,-0.2,0.0,-67.6,-67.2,-52.3,-62.6,-79.7,9.5,317.7,238.8,-80.2,-72.1,-0.52,16.53
GTN,2011-12-01,-8.3,10.9,-19.2,0.0,-0.12,-6.4,-0.1,5.5,5.7,-39.0,-33.1,-0.99,-0.13,-0.29,0.0,-33.4,-33.1,-15.5,-14.2,0.1,-2.4,12.7,10.4,-15.8,-20.9,0.06,-0.25
ATO,2014-09-01,660.4,154.6,505.8,9.5,2.27,505.2,3.06,-151.2,-127.2,1065.4,109.4,7.81,0.28,0.47,0.08,109.4,109.4,64.7,46.6,119.7,-128.1,-17.5,-25.9,25.1,24.7,1.62,5.11
WMB,2018-12-01,-1050.0,-872.0,-178.0,383.7,0.4,5993.0,4.62,1479.0,2210.0,655.0,252.0,-0.8,-2.79,0.54,0.16,238.0,252.0,546.4,-2329.0,204.0,-2825.0,1161.0,-1460.0,-1200.6,-1182.5,-0.76,-8.44
KEP,2015-12-01,-1051.3,-8559.6,7508.3,0.0,11.71,7537.6,11.74,-7770.9,-13614.5,-2551.8,4270.6,-6.0,13.66,4.49,2.17,4218.2,4270.6,2939.9,8831.5,3362.3,4942.2,-6243.4,2087.8,5930.5,5552.6,7.47,1.81
GPRE,2018-12-01,-568.3,-572.1,3.9,0.0,0.11,187.5,4.56,-844.9,-829.9,-305.6,-79.9,-9.8,-1.17,-1.29,0.0,-80.8,-79.9,-53.8,-45.2,221.2,636.0,-756.8,100.2,476.3,475.9,5.74,-3.74
WAB,2011-12-01,355.9,211.6,144.2,0.2,1.52,63.3,0.66,-27.3,-76.0,460.6,86.0,4.74,0.48,0.56,0.02,90.8,86.0,54.1,47.0,72.5,10.1,-72.6,0.4,110.3,109.7,0.57,8.53
NGG,2018-03-01,-13.3,-917.9,904.5,-84.7,0.46,797.0,0.35,14.7,8152.6,2558.4,297.6,0.72,-1.39,0.05,0.03,297.6,297.6,183.5,-4786.0,-233.8,9007.0,-11138.5,-2408.3,-381.6,-204.8,-0.38,-7.27
WBA,2015-08-01,31532.0,20849.0,10683.0,138.4,6.74,-15836.0,-16.82,9849.0,9459.0,27052.0,1312.0,19.01,2.02,0.3,0.09,1510.0,1312.0,561.2,2288.0,1771.0,-2545.0,707.0,-186.0,1265.3,1459.0,1.31,26.03
AES,2014-12-01,-1445.0,-1119.0,-326.0,-21.3,0.08,122.0,0.26,-568.0,-506.0,233.0,-234.0,1.0,0.92,0.01,0.04,-206.0,-234.0,-19.4,655.0,-861.0,1118.0,-126.0,139.0,-1060.9,-1080.3,-1.2,-0.74
XOM,2014-12-01,2685.0,2116.0,569.0,-126.5,1.37,396.0,1.37,6422.0,6450.0,-25484.0,-6219.0,-3.12,0.22,-0.89,0.24,-6219.0,-6219.0,-4851.4,-60.0,202.0,7226.0,-2412.0,4910.0,-1276.0,-1102.8,0.3,-8.75
ROK,2015-09-01,180.4,581.7,-401.3,-3.8,-2.39,-362.8,-2.42,275.5,-53.9,-315.6,12.9,-1.1,0.17,0.14,0.28,12.3,12.9,0.8,0.8,154.4,236.5,-86.3,245.6,366.5,369.2,1.45,-8.41
RE,2012-12-01,884.3,222.2,662.1,-2.6,17.97,662.1,17.97,0.1,-88.4,228.8,1174.8,7.6,17.34,14.04,0.0,1174.8,1174.8,733.4,909.5,-23.1,2.4,-134.8,-101.8,339.1,340.0,0.05,25.86
CNP,2011-12-01,1592.0,568.0,1024.0,1.3,2.39,1024.0,2.4,-295.0,-335.0,-335.0,49.0,-1.59,2.11,0.21,0.01,49.0,49.0,103.1,915.0,502.0,214.0,-154.0,562.0,573.4,546.7,1.67,4.37
NYT,2015-12-01,-148.8,-248.9,100.2,-6.3,0.29,107.8,0.39,-218.9,-19.0,-11.5,52.9,-0.95,0.16,0.25,0.0,52.9,52.9,46.3,29.9,98.6,294.0,-156.6,235.3,97.2,91.0,0.63,0.2
SLF,2012-12-01,11872.2,10660.8,1211.3,11.8,1.51,1122.0,1.6,-227.7,692.3,-1759.0,1381.4,-3.75,3.26,1.38,0.02,1381.9,1381.4,824.7,1938.2,-1914.2,140.1,362.8,-1452.2,37787.4,37753.1,-3.44,8.01
NOV,2018-12-01,-410.0,-139.0,-271.0,3.3,-1.04,-31.0,-0.18,-1.0,9.0,1149.0,488.0,2.99,0.55,0.69,0.0,829.0,488.0,262.6,206.0,-311.0,-212.0,565.0,-39.0,-344.3,-350.0,-0.97,-10.32
